
Dataset Summary: Breakout_1000: 1 episodes, 1000 steps.
Episodes: 1
Total Steps: 1000
Reward Counts: -1=0, 0=970, +1=30
End Counts: not_ended=1000, ended=0

================================================================================
Episode 0
================================================================================
Length: 1000 steps
Return: 51.00
Info: {}

First 1000 steps:
--------------------------------------------------------------------------------
Step   Obs Mean     Obs Std      Action   Reward   End   Trunc
140    -0.6836      0.4765       1        0.00     0     0    
141    -0.6841      0.4764       3        0.00     0     0    
142    -0.6838      0.4764       3        0.00     0     0    
143    -0.6836      0.4765       3        0.00     0     0    
144    -0.6842      0.4765       3        0.00     0     0    
145    -0.6842      0.4765       1        0.00     0     0    
146    -0.6843      0.4766       1        0.00     0     0    
147    -0.6843      0.4764       1        0.00     0     0    
148    -0.6844      0.4765       0        0.00     0     0    
149    -0.6843      0.4764       2        0.00     0     0    
150    -0.6838      0.4764       0        0.00     0     0    
151    -0.6842      0.4764       1        0.00     0     0    
152    -0.6843      0.4764       2        0.00     0     0    
153    -0.6838      0.4764       2        0.00     0     0    
154    -0.6837      0.4764       1        0.00     0     0    
155    -0.6842      0.4763       1        0.00     0     0    
156    -0.6843      0.4764       1        0.00     0     0    
157    -0.6843      0.4764       1        0.00     0     0    
158    -0.6844      0.4763       0        1.00     0     0    
159    -0.6859      0.4757       0        0.00     0     0    
160    -0.6859      0.4757       0        0.00     0     0    
161    -0.6859      0.4758       0        0.00     0     0    
162    -0.6859      0.4758       1        0.00     0     0    
163    -0.6859      0.4757       2        0.00     0     0    
164    -0.6853      0.4758       3        0.00     0     0    
165    -0.6854      0.4758       1        0.00     0     0    
166    -0.6858      0.4758       0        0.00     0     0    
167    -0.6859      0.4758       3        0.00     0     0    
168    -0.6853      0.4758       0        0.00     0     0    
169    -0.6858      0.4757       1        0.00     0     0    
170    -0.6858      0.4759       2        0.00     0     0    
171    -0.6852      0.4759       3        0.00     0     0    
172    -0.6852      0.4758       1        0.00     0     0    
173    -0.6857      0.4758       2        0.00     0     0    
174    -0.6852      0.4759       0        0.00     0     0    
175    -0.6857      0.4757       1        0.00     0     0    
176    -0.6858      0.4758       1        0.00     0     0    
177    -0.6859      0.4758       1        0.00     0     0    
178    -0.6858      0.4758       0        0.00     0     0    
179    -0.6858      0.4757       1        0.00     0     0    
180    -0.6858      0.4757       1        0.00     0     0    
181    -0.6858      0.4758       0        1.00     0     0    
182    -0.6863      0.4752       0        0.00     0     0    
183    -0.6865      0.4751       1        0.00     0     0    
184    -0.6865      0.4750       1        0.00     0     0    
185    -0.6866      0.4751       2        0.00     0     0    
186    -0.6860      0.4752       3        0.00     0     0    
187    -0.6861      0.4751       2        0.00     0     0    
188    -0.6861      0.4752       0        0.00     0     0    
189    -0.6864      0.4750       1        0.00     0     0    
190    -0.6865      0.4751       0        0.00     0     0    
191    -0.6865      0.4751       1        0.00     0     0    
192    -0.6865      0.4751       1        0.00     0     0    
193    -0.6865      0.4752       0        0.00     0     0    
194    -0.6866      0.4751       1        0.00     0     0    
195    -0.6866      0.4751       0        0.00     0     0    
196    -0.6866      0.4752       0        0.00     0     0    
197    -0.6866      0.4750       0        0.00     0     0    
198    -0.6866      0.4750       1        0.00     0     0    
199    -0.6866      0.4750       1        0.00     0     0    
200    -0.6866      0.4752       1        0.00     0     0    
201    -0.6866      0.4751       0        0.00     0     0    
202    -0.6866      0.4751       3        0.00     0     0    
203    -0.6862      0.4751       3        0.00     0     0    
204    -0.6860      0.4751       0        0.00     0     0    
205    -0.6865      0.4752       0        1.00     0     0    
206    -0.6881      0.4747       0        0.00     0     0    
207    -0.6881      0.4746       2        0.00     0     0    
208    -0.6876      0.4746       3        0.00     0     0    
209    -0.6876      0.4747       2        0.00     0     0    
210    -0.6876      0.4747       2        0.00     0     0    
211    -0.6876      0.4748       3        0.00     0     0    
212    -0.6877      0.4746       2        0.00     0     0    
213    -0.6877      0.4746       2        0.00     0     0    
214    -0.6875      0.4746       2        0.00     0     0    
215    -0.6875      0.4747       0        0.00     0     0    
216    -0.6885      0.4749       0        0.00     0     0    
217    -0.6887      0.4748       0        0.00     0     0    
218    -0.6886      0.4747       0        0.00     0     0    
219    -0.6886      0.4746       3        0.00     0     0    
220    -0.6875      0.4747       3        0.00     0     0    
221    -0.6874      0.4747       3        0.00     0     0    
222    -0.6875      0.4747       0        0.00     0     0    
223    -0.6880      0.4746       2        0.00     0     0    
224    -0.6875      0.4748       3        0.00     0     0    
225    -0.6877      0.4747       3        0.00     0     0    
226    -0.6874      0.4747       1        0.00     0     0    
227    -0.6880      0.4746       1        0.00     0     0    
228    -0.6881      0.4746       0        0.00     0     0    
229    -0.6881      0.4748       0        1.00     0     0    
230    -0.6900      0.4738       0        0.00     0     0    
231    -0.6900      0.4738       0        0.00     0     0    
232    -0.6900      0.4737       1        0.00     0     0    
233    -0.6900      0.4738       2        0.00     0     0    
234    -0.6895      0.4739       1        0.00     0     0    
235    -0.6899      0.4738       1        0.00     0     0    
236    -0.6900      0.4737       0        0.00     0     0    
237    -0.6900      0.4737       1        0.00     0     0    
238    -0.6900      0.4737       2        0.00     0     0    
239    -0.6895      0.4739       1        0.00     0     0    
240    -0.6899      0.4738       1        0.00     0     0    
241    -0.6900      0.4738       1        0.00     0     0    
242    -0.6900      0.4739       2        0.00     0     0    
243    -0.6894      0.4739       0        0.00     0     0    
244    -0.6898      0.4738       0        0.00     0     0    
245    -0.6900      0.4738       0        0.00     0     0    
246    -0.6900      0.4738       1        0.00     0     0    
247    -0.6900      0.4739       2        0.00     0     0    
248    -0.6894      0.4739       1        0.00     0     0    
249    -0.6904      0.4738       1        0.00     0     0    
250    -0.6905      0.4737       1        0.00     0     0    
251    -0.6905      0.4738       0        0.00     0     0    
252    -0.6905      0.4738       1        0.00     0     0    
253    -0.6905      0.4738       3        0.00     0     0    
254    -0.6894      0.4738       3        0.00     0     0    
255    -0.6893      0.4739       3        0.00     0     0    
256    -0.6894      0.4739       1        0.00     0     0    
257    -0.6898      0.4738       1        0.00     0     0    
258    -0.6900      0.4738       1        0.00     0     0    
259    -0.6900      0.4738       1        0.00     0     0    
260    -0.6900      0.4738       1        0.00     0     0    
261    -0.6900      0.4738       1        0.00     0     0    
262    -0.6900      0.4738       0        0.00     0     0    
263    -0.6900      0.4738       1        0.00     0     0    
264    -0.6900      0.4738       0        1.00     0     0    
265    -0.6896      0.4735       0        0.00     0     0    
266    -0.6896      0.4735       3        0.00     0     0    
267    -0.6891      0.4735       2        0.00     0     0    
268    -0.6891      0.4735       3        0.00     0     0    
269    -0.6891      0.4736       1        0.00     0     0    
270    -0.6895      0.4735       2        0.00     0     0    
271    -0.6891      0.4736       3        0.00     0     0    
272    -0.6891      0.4735       0        0.00     0     0    
273    -0.6895      0.4735       2        0.00     0     0    
274    -0.6891      0.4736       3        0.00     0     0    
275    -0.6891      0.4736       3        0.00     0     0    
276    -0.6891      0.4735       1        0.00     0     0    
277    -0.6895      0.4734       2        0.00     0     0    
278    -0.6891      0.4735       2        0.00     0     0    
279    -0.6890      0.4736       1        0.00     0     0    
280    -0.6895      0.4735       2        0.00     0     0    
281    -0.6891      0.4735       2        0.00     0     0    
282    -0.6890      0.4735       2        0.00     0     0    
283    -0.6890      0.4736       1        0.00     0     0    
284    -0.6901      0.4736       0        0.00     0     0    
285    -0.6902      0.4734       1        0.00     0     0    
286    -0.6902      0.4734       3        0.00     0     0    
287    -0.6891      0.4736       3        0.00     0     0    
288    -0.6890      0.4737       3        0.00     0     0    
289    -0.6891      0.4735       2        0.00     0     0    
290    -0.6892      0.4735       0        0.00     0     0    
291    -0.6895      0.4734       3        0.00     0     0    
292    -0.6892      0.4735       1        0.00     0     0    
293    -0.6895      0.4734       0        0.00     0     0    
294    -0.6896      0.4735       1        0.00     0     0    
295    -0.6896      0.4735       1        0.00     0     0    
296    -0.6896      0.4735       3        0.00     0     0    
297    -0.6891      0.4735       0        0.00     0     0    
298    -0.6895      0.4735       1        0.00     0     0    
299    -0.6896      0.4735       2        0.00     0     0    
300    -0.6891      0.4736       0        0.00     0     0    
301    -0.6895      0.4735       0        0.00     0     0    
302    -0.6896      0.4734       0        0.00     0     0    
303    -0.6896      0.4734       1        0.00     0     0    
304    -0.6896      0.4734       0        0.00     0     0    
305    -0.6896      0.4735       1        0.00     0     0    
306    -0.6896      0.4734       1        0.00     0     0    
307    -0.6896      0.4734       1        0.00     0     0    
308    -0.6896      0.4734       0        0.00     0     0    
309    -0.6896      0.4734       1        0.00     0     0    
310    -0.6896      0.4735       0        0.00     0     0    
311    -0.6896      0.4734       0        1.00     0     0    
312    -0.6908      0.4728       0        0.00     0     0    
313    -0.6917      0.4726       0        0.00     0     0    
314    -0.6917      0.4726       3        0.00     0     0    
315    -0.6912      0.4728       1        0.00     0     0    
316    -0.6916      0.4727       0        0.00     0     0    
317    -0.6917      0.4726       1        0.00     0     0    
318    -0.6917      0.4726       1        0.00     0     0    
319    -0.6917      0.4727       2        0.00     0     0    
320    -0.6912      0.4728       1        0.00     0     0    
321    -0.6916      0.4726       1        0.00     0     0    
322    -0.6917      0.4726       1        0.00     0     0    
323    -0.6917      0.4726       1        0.00     0     0    
324    -0.6917      0.4726       1        0.00     0     0    
325    -0.6917      0.4726       3        0.00     0     0    
326    -0.6912      0.4727       0        0.00     0     0    
327    -0.6916      0.4726       2        0.00     0     0    
328    -0.6912      0.4727       2        0.00     0     0    
329    -0.6912      0.4728       0        0.00     0     0    
330    -0.6916      0.4726       3        0.00     0     0    
331    -0.6913      0.4726       3        0.00     0     0    
332    -0.6911      0.4727       3        0.00     0     0    
333    -0.6912      0.4727       0        0.00     0     0    
334    -0.6916      0.4727       0        0.00     0     0    
335    -0.6917      0.4726       3        0.00     0     0    
336    -0.6914      0.4728       1        0.00     0     0    
337    -0.6917      0.4728       0        0.00     0     0    
338    -0.6917      0.4727       1        0.00     0     0    
339    -0.6917      0.4726       1        0.00     0     0    
340    -0.6917      0.4726       1        0.00     0     0    
341    -0.6917      0.4727       1        0.00     0     0    
342    -0.6917      0.4727       1        0.00     0     0    
343    -0.6917      0.4727       2        0.00     0     0    
344    -0.6912      0.4727       2        0.00     0     0    
345    -0.6912      0.4727       1        0.00     0     0    
346    -0.6916      0.4727       2        0.00     0     0    
347    -0.6912      0.4727       1        0.00     0     0    
348    -0.6916      0.4726       3        0.00     0     0    
349    -0.6912      0.4727       0        0.00     0     0    
350    -0.6916      0.4727       2        0.00     0     0    
351    -0.6912      0.4728       0        0.00     0     0    
352    -0.6916      0.4726       1        0.00     0     0    
353    -0.6917      0.4726       1        0.00     0     0    
354    -0.6917      0.4726       1        0.00     0     0    
355    -0.6917      0.4727       3        0.00     0     0    
356    -0.6912      0.4727       1        0.00     0     0    
357    -0.6916      0.4726       0        0.00     0     0    
358    -0.6917      0.4726       0        0.00     0     0    
359    -0.6917      0.4727       1        1.00     0     0    
360    -0.6914      0.4729       0        0.00     0     0    
361    -0.6943      0.4720       2        0.00     0     0    
362    -0.6937      0.4720       3        0.00     0     0    
363    -0.6937      0.4721       1        0.00     0     0    
364    -0.6942      0.4721       0        0.00     0     0    
365    -0.6943      0.4720       3        0.00     0     0    
366    -0.6939      0.4721       0        0.00     0     0    
367    -0.6942      0.4720       2        0.00     0     0    
368    -0.6937      0.4721       2        0.00     0     0    
369    -0.6936      0.4721       1        0.00     0     0    
370    -0.6942      0.4720       1        0.00     0     0    
371    -0.6943      0.4720       1        0.00     0     0    
372    -0.6943      0.4719       1        0.00     0     0    
373    -0.6943      0.4720       0        0.00     0     0    
374    -0.6943      0.4720       3        0.00     0     0    
375    -0.6938      0.4721       1        0.00     0     0    
376    -0.6942      0.4720       1        0.00     0     0    
377    -0.6943      0.4720       1        0.00     0     0    
378    -0.6943      0.4720       0        0.00     0     0    
379    -0.6943      0.4721       0        0.00     0     0    
380    -0.6943      0.4720       2        0.00     0     0    
381    -0.6937      0.4720       0        0.00     0     0    
382    -0.6942      0.4720       0        0.00     0     0    
383    -0.6943      0.4721       0        0.00     0     0    
384    -0.6943      0.4720       0        0.00     0     0    
385    -0.6943      0.4720       2        0.00     0     0    
386    -0.6937      0.4721       0        0.00     0     0    
387    -0.6942      0.4720       1        0.00     0     0    
388    -0.6943      0.4720       2        0.00     0     0    
389    -0.6937      0.4721       2        0.00     0     0    
390    -0.6936      0.4721       0        0.00     0     0    
391    -0.6947      0.4721       0        0.00     0     0    
392    -0.6948      0.4720       0        0.00     0     0    
393    -0.6948      0.4719       3        0.00     0     0    
394    -0.6937      0.4721       0        0.00     0     0    
395    -0.6942      0.4721       3        0.00     0     0    
396    -0.6937      0.4721       1        0.00     0     0    
397    -0.6942      0.4720       0        0.00     0     0    
398    -0.6943      0.4719       1        0.00     0     0    
399    -0.6943      0.4720       1        0.00     0     0    
400    -0.6943      0.4720       0        0.00     0     0    
401    -0.6943      0.4720       0        0.00     0     0    
402    -0.6943      0.4720       1        0.00     0     0    
403    -0.6943      0.4720       1        0.00     0     0    
404    -0.6943      0.4720       1        0.00     0     0    
405    -0.6943      0.4720       0        0.00     0     0    
406    -0.6942      0.4720       0        0.00     0     0    
407    -0.6942      0.4720       0        1.00     0     0    
408    -0.6975      0.4709       0        0.00     0     0    
409    -0.6973      0.4709       3        0.00     0     0    
410    -0.6969      0.4709       3        0.00     0     0    
411    -0.6966      0.4709       2        0.00     0     0    
412    -0.6968      0.4709       1        0.00     0     0    
413    -0.6972      0.4709       1        0.00     0     0    
414    -0.6973      0.4709       3        0.00     0     0    
415    -0.6968      0.4710       1        0.00     0     0    
416    -0.6972      0.4709       2        0.00     0     0    
417    -0.6968      0.4709       3        0.00     0     0    
418    -0.6968      0.4710       0        0.00     0     0    
419    -0.6972      0.4709       2        0.00     0     0    
420    -0.6968      0.4710       1        0.00     0     0    
421    -0.6972      0.4708       2        0.00     0     0    
422    -0.6968      0.4710       1        0.00     0     0    
423    -0.6972      0.4709       1        0.00     0     0    
424    -0.6973      0.4709       1        0.00     0     0    
425    -0.6973      0.4709       2        0.00     0     0    
426    -0.6968      0.4709       2        0.00     0     0    
427    -0.6966      0.4710       1        0.00     0     0    
428    -0.6977      0.4710       1        0.00     0     0    
429    -0.6978      0.4708       0        0.00     0     0    
430    -0.6978      0.4708       3        0.00     0     0    
431    -0.6967      0.4710       3        0.00     0     0    
432    -0.6967      0.4711       3        0.00     0     0    
433    -0.6967      0.4710       2        0.00     0     0    
434    -0.6969      0.4709       1        0.00     0     0    
435    -0.6972      0.4708       3        0.00     0     0    
436    -0.6969      0.4709       1        0.00     0     0    
437    -0.6972      0.4709       2        0.00     0     0    
438    -0.6967      0.4710       3        0.00     0     0    
439    -0.6969      0.4709       1        0.00     0     0    
440    -0.6972      0.4708       1        0.00     0     0    
441    -0.6973      0.4709       1        0.00     0     0    
442    -0.6973      0.4709       1        0.00     0     0    
443    -0.6973      0.4709       0        1.00     0     0    
444    -0.6964      0.4712       0        0.00     0     0    
445    -0.6969      0.4707       0        0.00     0     0    
446    -0.6969      0.4707       0        0.00     0     0    
447    -0.6969      0.4707       1        0.00     0     0    
448    -0.6969      0.4707       0        0.00     0     0    
449    -0.6969      0.4707       2        0.00     0     0    
450    -0.6964      0.4708       3        0.00     0     0    
451    -0.6965      0.4708       1        0.00     0     0    
452    -0.6968      0.4707       1        0.00     0     0    
453    -0.6969      0.4707       1        0.00     0     0    
454    -0.6969      0.4707       1        0.00     0     0    
455    -0.6969      0.4708       0        0.00     0     0    
456    -0.6969      0.4707       1        0.00     0     0    
457    -0.6969      0.4707       1        0.00     0     0    
458    -0.6969      0.4707       2        0.00     0     0    
459    -0.6964      0.4708       1        0.00     0     0    
460    -0.6968      0.4707       1        0.00     0     0    
461    -0.6969      0.4707       1        0.00     0     0    
462    -0.6969      0.4707       0        0.00     0     0    
463    -0.6969      0.4707       0        0.00     0     0    
464    -0.6969      0.4707       0        0.00     0     0    
465    -0.6969      0.4707       0        0.00     0     0    
466    -0.6969      0.4707       3        0.00     0     0    
467    -0.6966      0.4708       0        1.00     0     0    
468    -0.6984      0.4705       0        0.00     0     0    
469    -0.6985      0.4705       3        0.00     0     0    
470    -0.6979      0.4705       1        0.00     0     0    
471    -0.6984      0.4705       1        0.00     0     0    
472    -0.6985      0.4705       1        0.00     0     0    
473    -0.6985      0.4705       2        0.00     0     0    
474    -0.6979      0.4706       2        0.00     0     0    
475    -0.6979      0.4706       3        0.00     0     0    
476    -0.6980      0.4705       3        0.00     0     0    
477    -0.6978      0.4706       3        0.00     0     0    
478    -0.6979      0.4706       3        0.00     0     0    
479    -0.6979      0.4707       3        0.00     0     0    
480    -0.6985      0.4705       3        0.00     0     0    
481    -0.6985      0.4706       3        0.00     0     0    
482    -0.6986      0.4706       3        0.00     0     0    
483    -0.6985      0.4706       1        0.00     0     0    
484    -0.6985      0.4706       2        0.00     0     0    
485    -0.6979      0.4706       2        0.00     0     0    
486    -0.6979      0.4705       0        0.00     0     0    
487    -0.6984      0.4705       2        0.00     0     0    
488    -0.6979      0.4706       1        0.00     0     0    
489    -0.6984      0.4705       1        0.00     0     0    
490    -0.6985      0.4705       0        1.00     0     0    
491    -0.6992      0.4699       0        0.00     0     0    
492    -0.7000      0.4699       3        0.00     0     0    
493    -0.6995      0.4700       0        0.00     0     0    
494    -0.6999      0.4700       2        0.00     0     0    
495    -0.6995      0.4700       0        0.00     0     0    
496    -0.6999      0.4699       0        0.00     0     0    
497    -0.7000      0.4699       2        0.00     0     0    
498    -0.6995      0.4700       0        0.00     0     0    
499    -0.6999      0.4699       2        0.00     0     0    
500    -0.6996      0.4700       2        0.00     0     0    
501    -0.6993      0.4700       3        0.00     0     0    
502    -0.6995      0.4701       3        0.00     0     0    
503    -0.6994      0.4700       3        0.00     0     0    
504    -0.6994      0.4701       2        0.00     0     0    
505    -0.6997      0.4700       2        0.00     0     0    
506    -0.6993      0.4700       2        0.00     0     0    
507    -0.6993      0.4700       3        0.00     0     0    
508    -0.6995      0.4700       3        0.00     0     0    
509    -0.6994      0.4700       3        0.00     0     0    
510    -0.6995      0.4700       1        0.00     0     0    
511    -0.6999      0.4699       0        0.00     0     0    
512    -0.7000      0.4700       3        0.00     0     0    
513    -0.6995      0.4700       0        0.00     0     0    
514    -0.6998      0.4699       0        1.00     0     0    
515    -0.7004      0.4700       0        0.00     0     0    
516    -0.7006      0.4691       2        0.00     0     0    
517    -0.7001      0.4691       1        0.00     0     0    
518    -0.7005      0.4690       0        0.00     0     0    
519    -0.7006      0.4689       0        0.00     0     0    
520    -0.7006      0.4689       0        0.00     0     0    
521    -0.7006      0.4690       0        0.00     0     0    
522    -0.7006      0.4690       0        0.00     0     0    
523    -0.7007      0.4690       3        0.00     0     0    
524    -0.7001      0.4691       3        0.00     0     0    
525    -0.7001      0.4691       1        0.00     0     0    
526    -0.7005      0.4691       1        0.00     0     0    
527    -0.7006      0.4690       2        0.00     0     0    
528    -0.7001      0.4691       0        0.00     0     0    
529    -0.7005      0.4691       0        0.00     0     0    
530    -0.7006      0.4691       2        0.00     0     0    
531    -0.7001      0.4691       1        0.00     0     0    
532    -0.7005      0.4690       1        0.00     0     0    
533    -0.7006      0.4689       0        0.00     0     0    
534    -0.7006      0.4690       1        0.00     0     0    
535    -0.7006      0.4690       0        0.00     0     0    
536    -0.7006      0.4690       1        0.00     0     0    
537    -0.7006      0.4689       1        0.00     0     0    
538    -0.7006      0.4689       3        0.00     0     0    
539    -0.7001      0.4692       0        1.00     0     0    
540    -0.7020      0.4689       0        0.00     0     0    
541    -0.7022      0.4689       2        0.00     0     0    
542    -0.7016      0.4689       3        0.00     0     0    
543    -0.7016      0.4689       2        0.00     0     0    
544    -0.7016      0.4689       2        0.00     0     0    
545    -0.7016      0.4689       0        0.00     0     0    
546    -0.7020      0.4687       1        0.00     0     0    
547    -0.7021      0.4688       1        0.00     0     0    
548    -0.7021      0.4688       3        0.00     0     0    
549    -0.7017      0.4688       0        0.00     0     0    
550    -0.7020      0.4687       0        0.00     0     0    
551    -0.7021      0.4688       3        0.00     0     0    
552    -0.7020      0.4688       2        0.00     0     0    
553    -0.7020      0.4689       3        0.00     0     0    
554    -0.7020      0.4689       0        0.00     0     0    
555    -0.7024      0.4688       1        0.00     0     0    
556    -0.7027      0.4690       1        0.00     0     0    
557    -0.7027      0.4689       0        0.00     0     0    
558    -0.7027      0.4689       0        0.00     0     0    
559    -0.7027      0.4689       2        0.00     0     0    
560    -0.7022      0.4690       0        0.00     0     0    
561    -0.7026      0.4689       0        0.00     0     0    
562    -0.7027      0.4688       0        0.00     0     0    
563    -0.7027      0.4689       2        0.00     0     0    
564    -0.7022      0.4690       1        0.00     0     0    
565    -0.7026      0.4689       1        0.00     0     0    
566    -0.7027      0.4690       1        0.00     0     0    
